Sr. No.,Restaurant ID,Country Code,City,Has Table booking,Has Online delivery,Service_Availability,,,,,,,
5086,7362,1,New Delhi,No,No,No_Service_Available,,,,,,,
5087,305189,1,New Delhi,No,No,No_Service_Available,,,,,,,
5088,3286,1,New Delhi,No,No,No_Service_Available,,,,,,,
5089,4374,1,New Delhi,No,No,No_Service_Available,,,,,,,
5090,4373,1,New Delhi,No,No,No_Service_Available,,,,,,,
5091,18232577,1,New Delhi,No,No,No_Service_Available,,,,,,,
5092,18317502,1,New Delhi,No,No,No_Service_Available,,,,,,,
5093,18410770,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5094,18303701,1,New Delhi,No,No,No_Service_Available,,,,,,,
5095,18272391,1,New Delhi,No,No,No_Service_Available,,,,,,,
5096,18422748,1,New Delhi,No,No,No_Service_Available,,,,,,,
5097,18424643,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5098,18481209,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5099,304280,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5100,18272389,1,New Delhi,No,No,No_Service_Available,,,,,,,
5101,18261164,1,New Delhi,No,No,No_Service_Available,,,,,,,
5102,18391757,1,New Delhi,No,No,No_Service_Available,,,,,,,
5103,18273526,1,New Delhi,No,No,No_Service_Available,,,,,,,
5104,309101,1,New Delhi,No,No,No_Service_Available,,,,,,,
5105,18446419,1,New Delhi,No,No,No_Service_Available,,,,,,,
5106,18424639,1,New Delhi,No,No,No_Service_Available,,,,,,,
5107,18446411,1,New Delhi,No,No,No_Service_Available,,,,,,,
5108,18424646,1,New Delhi,No,No,No_Service_Available,,,,,,,
5109,18261162,1,New Delhi,No,No,No_Service_Available,,,,,,,
5110,18273530,1,New Delhi,No,No,No_Service_Available,,,,,,,
5111,18446424,1,New Delhi,No,No,No_Service_Available,,,,,,,
5112,18272385,1,New Delhi,No,No,No_Service_Available,,,,,,,
5113,18424635,1,New Delhi,No,No,No_Service_Available,,,,,,,
5114,18272376,1,New Delhi,No,No,No_Service_Available,,,,,,,
5115,18368943,1,New Delhi,No,No,No_Service_Available,,,,,,,
5116,308286,1,New Delhi,No,No,No_Service_Available,,,,,,,
5117,18261723,1,New Delhi,No,No,No_Service_Available,,,,,,,
5118,18463424,1,New Delhi,No,No,No_Service_Available,,,,,,,
5119,650,1,New Delhi,No,No,No_Service_Available,,,,,,,
5120,1037,1,New Delhi,No,No,No_Service_Available,,,,,,,
5121,6377,1,New Delhi,No,No,No_Service_Available,,,,,,,
5122,311609,1,New Delhi,No,No,No_Service_Available,,,,,,,
5123,18175252,1,New Delhi,No,No,No_Service_Available,,,,,,,
5124,309448,1,New Delhi,No,No,No_Service_Available,,,,,,,
5125,2863,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5126,5135,1,New Delhi,No,No,No_Service_Available,,,,,,,
5127,300828,1,New Delhi,No,No,No_Service_Available,,,,,,,
5128,18238307,1,New Delhi,No,No,No_Service_Available,,,,,,,
5129,1040,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5130,18285199,1,New Delhi,No,No,No_Service_Available,,,,,,,
5131,303423,1,New Delhi,No,No,No_Service_Available,,,,,,,
5132,18354972,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5133,18332076,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5134,1406,1,New Delhi,No,No,No_Service_Available,,,,,,,
5135,308444,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5136,309452,1,New Delhi,No,No,No_Service_Available,,,,,,,
5137,310312,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5138,305162,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5139,18471299,1,New Delhi,No,No,No_Service_Available,,,,,,,
5140,4855,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5141,18272382,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5142,313398,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5143,307746,1,New Delhi,No,No,No_Service_Available,,,,,,,
5144,3043,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5145,301190,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5146,18233599,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5147,1036,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5148,310665,1,New Delhi,No,No,No_Service_Available,,,,,,,
5149,18322671,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5150,18353692,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5151,18365877,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5152,310848,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5153,18398602,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5154,18376472,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5155,18455531,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5156,18208912,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5157,2586,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5158,301722,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5159,18285729,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5160,305526,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5161,18357542,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5162,18291199,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5163,5726,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5164,302922,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5165,7658,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5166,18286490,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5167,7654,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5168,18254534,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5169,9100,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5170,6475,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5171,300302,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5172,304302,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5173,306166,1,New Delhi,No,No,No_Service_Available,,,,,,,
5174,18345755,1,New Delhi,No,No,No_Service_Available,,,,,,,
5175,9751,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5176,2867,1,New Delhi,No,No,No_Service_Available,,,,,,,
5177,8346,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5178,305871,1,New Delhi,No,No,No_Service_Available,,,,,,,
5179,18425151,1,New Delhi,No,No,No_Service_Available,,,,,,,
5180,998,1,New Delhi,No,No,No_Service_Available,,,,,,,
5181,452,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5182,18163892,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5183,18432219,1,New Delhi,No,No,No_Service_Available,,,,,,,
5184,18458339,1,New Delhi,No,No,No_Service_Available,,,,,,,
5185,18375421,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5186,209,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5187,18428394,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5188,1030,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5189,7661,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5190,6179,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5191,18446475,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5192,311161,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5193,313206,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5194,18334452,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5195,18253111,1,New Delhi,No,No,No_Service_Available,,,,,,,
5196,18219545,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5197,18348970,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5198,18334465,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5199,18272370,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5200,311846,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5201,311432,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5202,304972,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5203,18356812,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5204,18294392,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5205,308489,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5206,313175,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5207,301842,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5208,311378,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5209,301830,1,New Delhi,No,No,No_Service_Available,,,,,,,
5210,18323144,1,New Delhi,No,No,No_Service_Available,,,,,,,
5211,311377,1,New Delhi,No,No,No_Service_Available,,,,,,,
5212,301848,1,New Delhi,No,No,No_Service_Available,,,,,,,
5213,307998,1,New Delhi,No,No,No_Service_Available,,,,,,,
5214,5940,1,New Delhi,No,No,No_Service_Available,,,,,,,
5215,301826,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5216,312923,1,New Delhi,No,No,No_Service_Available,,,,,,,
5217,301817,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5218,301820,1,New Delhi,No,No,No_Service_Available,,,,,,,
5219,18460315,1,New Delhi,No,No,No_Service_Available,,,,,,,
5220,301809,1,New Delhi,No,No,No_Service_Available,,,,,,,
5221,18368012,1,New Delhi,No,No,No_Service_Available,,,,,,,
5222,18429423,1,New Delhi,No,No,No_Service_Available,,,,,,,
5223,6180,1,New Delhi,No,No,No_Service_Available,,,,,,,
5224,301108,1,New Delhi,No,No,No_Service_Available,,,,,,,
5225,8105,1,New Delhi,No,No,No_Service_Available,,,,,,,
5226,313185,1,New Delhi,No,No,No_Service_Available,,,,,,,
5227,8109,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5228,304267,1,New Delhi,No,No,No_Service_Available,,,,,,,
5229,313351,1,New Delhi,No,No,No_Service_Available,,,,,,,
5230,309227,1,New Delhi,No,No,No_Service_Available,,,,,,,
5231,18285695,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5232,18146358,1,New Delhi,No,No,No_Service_Available,,,,,,,
5233,312715,1,New Delhi,No,No,No_Service_Available,,,,,,,
5234,311245,1,New Delhi,No,No,No_Service_Available,,,,,,,
5235,6173,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5236,301353,1,New Delhi,No,No,No_Service_Available,,,,,,,
5237,300957,1,New Delhi,No,No,No_Service_Available,,,,,,,
5238,312703,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5239,6183,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5240,301037,1,New Delhi,No,No,No_Service_Available,,,,,,,
5241,8069,1,New Delhi,No,No,No_Service_Available,,,,,,,
5242,306107,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5243,308359,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5244,18260604,1,New Delhi,No,No,No_Service_Available,,,,,,,
5245,6185,1,New Delhi,No,No,No_Service_Available,,,,,,,
5246,304259,1,New Delhi,No,No,No_Service_Available,,,,,,,
5247,300959,1,New Delhi,No,No,No_Service_Available,,,,,,,
5248,18238249,1,New Delhi,No,No,No_Service_Available,,,,,,,
5249,309346,1,New Delhi,No,No,No_Service_Available,,,,,,,
5250,307306,1,New Delhi,No,No,No_Service_Available,,,,,,,
5251,18203881,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5252,18138441,1,New Delhi,No,No,No_Service_Available,,,,,,,
5253,8531,1,New Delhi,No,No,No_Service_Available,,,,,,,
5254,18267785,1,New Delhi,No,No,No_Service_Available,,,,,,,
5255,8110,1,New Delhi,No,No,No_Service_Available,,,,,,,
5256,18281964,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5257,2932,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5258,6182,1,New Delhi,No,No,No_Service_Available,,,,,,,
5259,18324529,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5260,308237,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5261,311894,1,New Delhi,No,No,No_Service_Available,,,,,,,
5262,300960,1,New Delhi,No,No,No_Service_Available,,,,,,,
5263,308222,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5264,18258510,1,New Delhi,No,No,No_Service_Available,,,,,,,
5265,308526,1,New Delhi,No,No,No_Service_Available,,,,,,,
5266,301118,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5267,309551,1,New Delhi,No,No,No_Service_Available,,,,,,,
5268,9736,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5269,18022625,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5270,18420679,1,New Delhi,No,No,No_Service_Available,,,,,,,
5271,301361,1,New Delhi,No,No,No_Service_Available,,,,,,,
5272,312991,1,New Delhi,No,No,No_Service_Available,,,,,,,
5273,18277153,1,New Delhi,No,No,No_Service_Available,,,,,,,
5274,18273548,1,New Delhi,No,No,No_Service_Available,,,,,,,
5275,18399818,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5276,8062,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5277,304254,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5278,18469823,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5279,18057803,1,New Delhi,No,No,No_Service_Available,,,,,,,
5280,18208900,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5281,18420694,1,New Delhi,No,No,No_Service_Available,,,,,,,
5282,18438463,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5283,18317329,1,New Delhi,No,No,No_Service_Available,,,,,,,
5284,18442896,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5285,18494989,1,New Delhi,No,No,No_Service_Available,,,,,,,
5286,18432170,1,New Delhi,No,No,No_Service_Available,,,,,,,
5287,18489526,1,New Delhi,No,No,No_Service_Available,,,,,,,
5288,18375372,1,New Delhi,No,No,No_Service_Available,,,,,,,
5289,8108,1,New Delhi,No,No,No_Service_Available,,,,,,,
5290,6237,1,New Delhi,No,No,No_Service_Available,,,,,,,
5291,311993,1,New Delhi,No,No,No_Service_Available,,,,,,,
5292,18479003,1,New Delhi,No,No,No_Service_Available,,,,,,,
5293,18472612,1,New Delhi,No,No,No_Service_Available,,,,,,,
5294,18357972,1,New Delhi,No,No,No_Service_Available,,,,,,,
5295,18375388,1,New Delhi,No,No,No_Service_Available,,,,,,,
5296,18292453,1,New Delhi,No,No,No_Service_Available,,,,,,,
5297,18421494,1,New Delhi,No,No,No_Service_Available,,,,,,,
5298,8033,1,New Delhi,No,No,No_Service_Available,,,,,,,
5299,18360957,1,New Delhi,No,No,No_Service_Available,,,,,,,
5300,18281993,1,New Delhi,No,No,No_Service_Available,,,,,,,
5301,18282003,1,New Delhi,No,No,No_Service_Available,,,,,,,
5302,18421492,1,New Delhi,No,No,No_Service_Available,,,,,,,
5303,6190,1,New Delhi,No,No,No_Service_Available,,,,,,,
5304,2017,1,New Delhi,No,No,No_Service_Available,,,,,,,
5305,308812,1,New Delhi,No,No,No_Service_Available,,,,,,,
5306,308848,1,New Delhi,No,No,No_Service_Available,,,,,,,
5307,301056,1,New Delhi,No,No,No_Service_Available,,,,,,,
5308,301692,1,New Delhi,No,No,No_Service_Available,,,,,,,
5309,18265707,1,New Delhi,No,No,No_Service_Available,,,,,,,
5310,18368006,1,New Delhi,No,No,No_Service_Available,,,,,,,
5311,18225277,1,New Delhi,No,No,No_Service_Available,,,,,,,
5312,2936,1,New Delhi,No,No,No_Service_Available,,,,,,,
5313,18291201,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5314,3854,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5315,308831,1,New Delhi,No,No,No_Service_Available,,,,,,,
5316,301062,1,New Delhi,No,No,No_Service_Available,,,,,,,
5317,5186,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5318,3851,1,New Delhi,No,No,No_Service_Available,,,,,,,
5319,305357,1,New Delhi,No,No,No_Service_Available,,,,,,,
5320,2019,1,New Delhi,No,No,No_Service_Available,,,,,,,
5321,305370,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5322,301053,1,New Delhi,No,No,No_Service_Available,,,,,,,
5323,308844,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5324,308839,1,New Delhi,No,No,No_Service_Available,,,,,,,
5325,18440191,1,New Delhi,No,No,No_Service_Available,,,,,,,
5326,18203185,1,New Delhi,No,No,No_Service_Available,,,,,,,
5327,301047,1,New Delhi,No,No,No_Service_Available,,,,,,,
5328,312492,1,New Delhi,No,No,No_Service_Available,,,,,,,
5329,4672,1,New Delhi,No,No,No_Service_Available,,,,,,,
5330,311336,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5331,18379056,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5332,18440185,1,New Delhi,No,No,No_Service_Available,,,,,,,
5333,18440429,1,New Delhi,No,No,No_Service_Available,,,,,,,
5334,2942,1,New Delhi,No,No,No_Service_Available,,,,,,,
5335,301103,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5336,18292451,1,New Delhi,No,No,No_Service_Available,,,,,,,
5337,9740,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5338,301106,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5339,6225,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5340,301120,1,New Delhi,No,No,No_Service_Available,,,,,,,
5341,307850,1,New Delhi,No,No,No_Service_Available,,,,,,,
5342,18292449,1,New Delhi,No,No,No_Service_Available,,,,,,,
5343,301116,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5344,8462,1,New Delhi,No,No,No_Service_Available,,,,,,,
5345,309599,1,New Delhi,No,No,No_Service_Available,,,,,,,
5346,309499,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5347,300958,1,New Delhi,No,No,No_Service_Available,,,,,,,
5348,301105,1,New Delhi,No,No,No_Service_Available,,,,,,,
5349,311228,1,New Delhi,No,No,No_Service_Available,,,,,,,
5350,6226,1,New Delhi,No,No,No_Service_Available,,,,,,,
5351,311229,1,New Delhi,No,No,No_Service_Available,,,,,,,
5352,306555,1,New Delhi,No,No,No_Service_Available,,,,,,,
5353,301110,1,New Delhi,No,No,No_Service_Available,,,,,,,
5354,304986,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5355,311256,1,New Delhi,No,No,No_Service_Available,,,,,,,
5356,307847,1,New Delhi,No,No,No_Service_Available,,,,,,,
5357,18376492,1,New Delhi,No,No,No_Service_Available,,,,,,,
5358,6216,1,New Delhi,No,No,No_Service_Available,,,,,,,
5359,313360,1,New Delhi,No,No,No_Service_Available,,,,,,,
5360,18490756,1,New Delhi,No,No,No_Service_Available,,,,,,,
5361,18375376,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5362,18089212,1,New Delhi,No,No,No_Service_Available,,,,,,,
5363,18375395,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5364,18237719,1,New Delhi,No,No,No_Service_Available,,,,,,,
5365,18082236,1,New Delhi,No,No,No_Service_Available,,,,,,,
5366,18375383,1,New Delhi,No,No,No_Service_Available,,,,,,,
5367,309979,1,New Delhi,No,No,No_Service_Available,,,,,,,
5368,18025093,1,New Delhi,No,No,No_Service_Available,,,,,,,
5369,307990,1,New Delhi,No,No,No_Service_Available,,,,,,,
5370,309517,1,New Delhi,No,No,No_Service_Available,,,,,,,
5371,18489842,1,New Delhi,No,No,No_Service_Available,,,,,,,
5372,18350159,1,New Delhi,No,No,No_Service_Available,,,,,,,
5373,18375201,1,New Delhi,No,No,No_Service_Available,,,,,,,
5374,18025127,1,New Delhi,No,No,No_Service_Available,,,,,,,
5375,18478990,1,New Delhi,No,No,No_Service_Available,,,,,,,
5376,18433297,1,New Delhi,No,No,No_Service_Available,,,,,,,
5377,18472695,1,New Delhi,No,No,No_Service_Available,,,,,,,
5378,18415339,1,New Delhi,No,No,No_Service_Available,,,,,,,
5379,311683,1,New Delhi,No,No,No_Service_Available,,,,,,,
5380,313073,1,New Delhi,No,No,No_Service_Available,,,,,,,
5381,18415338,1,New Delhi,No,No,No_Service_Available,,,,,,,
5382,18168122,1,New Delhi,No,No,No_Service_Available,,,,,,,
5383,18478992,1,New Delhi,No,No,No_Service_Available,,,,,,,
5384,18168124,1,New Delhi,No,No,No_Service_Available,,,,,,,
5385,18414506,1,New Delhi,No,No,No_Service_Available,,,,,,,
5386,18409207,1,New Delhi,No,No,No_Service_Available,,,,,,,
5387,6341,1,New Delhi,No,No,No_Service_Available,,,,,,,
5388,1951,1,New Delhi,No,No,No_Service_Available,,,,,,,
5389,250,1,New Delhi,No,No,No_Service_Available,,,,,,,
5390,312753,1,New Delhi,No,No,No_Service_Available,,,,,,,
5391,312983,1,New Delhi,No,No,No_Service_Available,,,,,,,
5392,18492029,1,New Delhi,No,No,No_Service_Available,,,,,,,
5393,18489541,1,New Delhi,No,No,No_Service_Available,,,,,,,
5394,18486862,1,New Delhi,No,No,No_Service_Available,,,,,,,
5395,18492025,1,New Delhi,No,No,No_Service_Available,,,,,,,
5396,18352672,1,New Delhi,No,No,No_Service_Available,,,,,,,
5397,18489825,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5398,18340302,1,New Delhi,No,No,No_Service_Available,,,,,,,
5399,18489819,1,New Delhi,No,No,No_Service_Available,,,,,,,
5400,18175297,1,New Delhi,No,No,No_Service_Available,,,,,,,
5401,18034037,1,New Delhi,No,No,No_Service_Available,,,,,,,
5402,18175282,1,New Delhi,No,No,No_Service_Available,,,,,,,
5403,18489532,1,New Delhi,No,No,No_Service_Available,,,,,,,
5404,18277178,1,New Delhi,No,No,No_Service_Available,,,,,,,
5405,18408079,1,New Delhi,No,No,No_Service_Available,,,,,,,
5406,18232989,1,New Delhi,No,No,No_Service_Available,,,,,,,
5407,18492033,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5408,18489832,1,New Delhi,No,No,No_Service_Available,,,,,,,
5409,18467388,1,New Delhi,No,No,No_Service_Available,,,,,,,
5410,18175299,1,New Delhi,No,No,No_Service_Available,,,,,,,
5411,18337908,1,New Delhi,No,No,No_Service_Available,,,,,,,
5412,18463608,1,New Delhi,No,No,No_Service_Available,,,,,,,
5413,18489836,1,New Delhi,No,No,No_Service_Available,,,,,,,
5414,18277163,1,New Delhi,No,No,No_Service_Available,,,,,,,
5415,18489545,1,New Delhi,No,No,No_Service_Available,,,,,,,
5416,18277176,1,New Delhi,No,No,No_Service_Available,,,,,,,
5417,18175278,1,New Delhi,No,No,No_Service_Available,,,,,,,
5418,18489808,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5419,18446867,1,New Delhi,No,No,No_Service_Available,,,,,,,
5420,18486879,1,New Delhi,No,No,No_Service_Available,,,,,,,
5421,18489852,1,New Delhi,No,No,No_Service_Available,,,,,,,
5422,18489804,1,New Delhi,No,No,No_Service_Available,,,,,,,
5423,18489802,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5424,3207,1,New Delhi,No,No,No_Service_Available,,,,,,,
5425,4752,1,New Delhi,No,No,No_Service_Available,,,,,,,
5426,4830,1,New Delhi,No,No,No_Service_Available,,,,,,,
5427,4341,1,New Delhi,No,No,No_Service_Available,,,,,,,
5428,307237,1,New Delhi,No,No,No_Service_Available,,,,,,,
5429,18260028,1,New Delhi,No,No,No_Service_Available,,,,,,,
5430,18317481,1,New Delhi,No,No,No_Service_Available,,,,,,,
5431,18317473,1,New Delhi,No,No,No_Service_Available,,,,,,,
5432,18317479,1,New Delhi,No,No,No_Service_Available,,,,,,,
5433,18317476,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
